customer_city,customer_state,lat,lon
paula candido,MG,-20.8754,-42.9752
itapeva,SP,-23.9788,-48.8764
itapeva,SP,-22.7665,-46.2241
aurora,CE,-6.93349,-38.9742
aurora,CE,-27.3098,-49.6295
igapora,BA,-13.774,-42.7155
bom jesus do galho,MG,-19.836,-42.3165
bezerros,PE,-8.2328,-35.796
piranga,MG,-20.6834,-43.2967
pereira barreto,SP,-20.6368,-51.1123
itamari,BA,-13.7782,-39.683
itaguacu da bahia,BA,-11.0147,-42.3997
lindoia do sul,SC,-27.0545,-52.069
mirassol d'oeste,MT,-15.6759,-58.0951
capitolio,MG,-20.6164,-46.0493
mariana,MG,-20.3765,-43.414
eldorado do sul,RS,-30.0847,-51.6187
sao miguel arcanjo,SP,-23.8782,-47.9935
aparecida,SP,-6.78466,-38.0803
aparecida,SP,-22.8495,-45.2325
encantado,RS,-29.2351,-51.8703
bastos,SP,-21.921,-50.7357
santo antonio do sudoeste,PR,-26.0737,-53.7251
jesuitas,PR,-24.3839,-53.3849
ibirama,SC,-27.0547,-49.5193
chapada dos guimaraes,MT,-15.4643,-55.7499
piritiba,BA,-11.73,-40.5587
aimores,MG,-19.5007,-41.0746
madre de deus,BA,-12.7446,-38.6153
uruana de minas,MG,-16.0634,-46.2443
gramado xavier,RS,-29.2706,-52.5795
planalto,RS,-14.6654,-40.4718
planalto,RS,-27.3297,-53.0575
planalto,RS,-21.0342,-49.933
planalto,RS,-25.7211,-53.7642
goitacazes,RJ,,
presidente venceslau,SP,-21.8732,-51.8447
buri,SP,-23.7977,-48.5958
medeiros,MG,-19.9865,-46.2181
balneario picarras,SC,-26.7639,-48.6717
cacoal,RO,-11.4343,-61.4562
bandeirantes,MS,-19.9275,-54.3585
bandeirantes,MS,-23.1078,-50.3704
santa cecilia,SC,-26.9592,-50.4252
santa cecilia,SC,-7.7389,-35.8764
alegrete,RS,-29.7902,-55.7949
sao joaquim,SC,-28.2887,-49.9457
maria da fe,MG,-22.3044,-45.3773
guarai,TO,-8.83543,-48.5114
colinas,RS,-29.3948,-51.8556
colinas,RS,-6.03199,-44.2543
raposos,MG,-19.9636,-43.8079
palestina,SP,-9.67493,-37.339
palestina,SP,-20.39,-49.4309
sao bento do una,PE,-8.52637,-36.4465
quitandinha,PR,-25.8734,-49.4973
pompeia,SP,-22.107,-50.176
colonia leopoldina,AL,-8.91806,-35.7214
rio branco do sul,PR,-25.1892,-49.3115
ituporanga,SC,-27.4101,-49.5963
quilometro 14 do mutum,ES,,
sao jose do egito,PE,-7.46945,-37.274
sao francisco do humaita,MG,,
simonesia,MG,-20.1341,-42.0091
lagoa grande,PE,-17.8323,-46.5165
lagoa grande,PE,-8.99452,-40.2767
guara,SP,-20.4302,-47.8236
penha,SC,-26.7754,-48.6465
iguai,BA,-14.7528,-40.0894
remanso,BA,-9.61944,-42.0848
sao miguel do gostoso,RN,-5.12302,-35.6354
pongai,SP,-21.7396,-49.3604
gandu,BA,-13.7441,-39.4747
alto alegre do maranhao,MA,-4.213,-44.446
otacilio costa,SC,-27.4789,-50.1231
lajinha,MG,-20.1539,-41.6228
ruy barbosa,BA,-5.88745,-35.933
ruy barbosa,BA,-12.2816,-40.4931
santana do araguaia,PA,-9.3281,-50.35
triunfo,RS,-29.9291,-51.7075
triunfo,RS,-6.5713,-38.5986
triunfo,RS,-7.83272,-38.0978
viana,ES,-20.3825,-40.4933
viana,ES,-3.20451,-44.9912
sao jose de ribamar,MA,-2.54704,-44.0597
murici,AL,-9.30682,-35.9428
arapoema,TO,-7.65463,-49.0637
cuite velho,MG,,
santana do manhuacu,MG,-20.1031,-41.9278
nazareno,MG,-21.2168,-44.6138
campo alegre,AL,-26.195,-49.2676
campo alegre,AL,-9.78451,-36.3525
candelaria,RS,-29.6684,-52.7895
pranchita,PR,-26.0209,-53.7397
augusto pestana,RS,-28.5172,-53.9883
barcarena,PA,-1.51187,-48.6195
laguna,SC,-28.4843,-48.7772
parnaiba,PI,-2.90585,-41.7754
tanabi,SP,-20.6228,-49.6563
paty do alferes,RJ,-22.4309,-43.4285
seara,SC,-27.1564,-52.299
itinga,MG,-16.61,-41.7672
mossamedes,GO,-16.124,-50.2136
andradas,MG,-22.0695,-46.5724
santana do mundau,AL,-9.17141,-36.2176
papucaia,RJ,,
nova prata,RS,-28.7799,-51.6113
angelo frechiani,ES,,
nova serrana,MG,-19.8713,-44.9847
cristina,MG,-22.208,-45.2673
itaporanga,PB,-23.7043,-49.4819
itaporanga,PB,-7.30202,-38.1504
areal,RJ,-22.2283,-43.1118
sao joao del rei,MG,-21.1311,-44.2526
salesopolis,SP,-23.5288,-45.8465
marmeleiro,PR,-26.1472,-53.0267
conceicao do para,MG,-19.7456,-44.8945
juti,MS,-22.8596,-54.6061
nova alvorada do sul,MS,-21.4657,-54.3825
campinorte,GO,-14.3137,-49.1511
martinopolis,SP,-22.1462,-51.1709
pirapora,MG,-17.3392,-44.934
paraguacu,MG,-21.5465,-45.7374
barra dos coqueiros,SE,-10.8996,-37.0323
anta gorda,RS,-28.9698,-52.0102
miguel calmon,BA,-11.4299,-40.6031
cabeceira grande,MG,-16.0335,-47.0862
sao cristovao do sul,SC,-27.2666,-50.4388
ilopolis,RS,-28.9282,-52.1258
curiuva,PR,-24.0362,-50.4576
resplendor,MG,-19.3194,-41.2462
itai,SP,-23.4213,-49.092
monte alegre do sul,SP,-22.6817,-46.681
sao sebastiao da grama,SP,-21.7041,-46.8208
mafra,SC,-26.1159,-49.8086
araci,BA,-11.3253,-38.9584
buritama,SP,-21.0661,-50.1475
luiziania,SP,-21.6737,-50.3294
buritis,MG,-10.1943,-63.8324
buritis,MG,-15.6218,-46.4221
morrinhos,GO,-17.7334,-49.1059
morrinhos,GO,-3.23426,-40.1233
sao lourenco da mata,PE,-8.00684,-35.0124
praia grande,ES,-24.0084,-46.4121
praia grande,ES,-29.1918,-49.9525
santa cruz,RN,-6.22475,-36.0193
santa cruz,RN,-6.5237,-38.0617
santa cruz,RN,-8.24153,-40.3434
tuiuti,SP,-22.8193,-46.6937
nova cantu,PR,-24.6723,-52.5661
pinheiral,RJ,-22.5172,-44.0022
trombudo central,SC,-27.3033,-49.793
acu,RN,-5.58362,-36.914
cristal,RS,-31.0046,-52.0436
santo andre,PB,-23.6737,-46.5432
santo andre,PB,-7.22016,-36.6213
parambu,CE,-6.20768,-40.6905
sumidouro,RJ,-22.0485,-42.6761
lagarto,SE,-10.9136,-37.6689
putinga,RS,-29.0045,-52.1569
caxambu,MG,-21.9753,-44.9319
presidente castello branco,SC,-27.2218,-51.8089
capinzal,SC,-27.3473,-51.6057
nova veneza,SC,-28.6338,-49.5055
nova veneza,SC,-16.3695,-49.3168
andorinha,BA,-10.3482,-39.8391
telemaco borba,PR,-24.3245,-50.6176
santa gertrudes,SP,-22.4572,-47.5272
nova era,MG,-19.7577,-43.0333
itapiranga,SC,-2.74081,-58.0293
itapiranga,SC,-27.1659,-53.7166
camamu,BA,-13.9398,-39.1071
rosana,SP,-22.5782,-53.0603
cachoeirinha,RS,-6.1156,-47.9234
cachoeirinha,RS,-8.48668,-36.2402
cachoeirinha,RS,-29.9472,-51.1016
alem paraiba,MG,-21.8797,-42.7176
itamaraju,BA,-17.0378,-39.5386
acopiara,CE,-6.08911,-39.448
barra de sao joao,RJ,,
arrozal,RJ,,
santana do livramento,RS,-30.8773,-55.5392
itabela,BA,-16.5732,-39.5593
nova andradina,MS,-22.238,-53.3437
manhumirim,MG,-20.3591,-41.9589
olaria,MG,-21.8598,-43.9356
caninde,CE,-4.35162,-39.3155
itaqui,RS,-29.1311,-56.5515
tucuma,PA,-6.74687,-51.1626
santa isabel do ivai,PR,-23.0025,-53.1989
santa terezinha,PE,-26.7813,-50.009
santa terezinha,PE,-10.4704,-50.514
santa terezinha,PE,-7.37696,-37.4787
goianira,GO,-16.4947,-49.427
jacutinga,MG,-27.7291,-52.5372
jacutinga,MG,-22.286,-46.6166
bonito de santa fe,PB,-7.31341,-38.5133
valao do barro,RJ,,
milagres,BA,-7.29749,-38.9378
milagres,BA,-12.8646,-39.8611
piedade,SP,-23.7139,-47.4256
conceicao da barra,ES,-18.5883,-39.7362
torrinha,SP,-22.4237,-48.1731
engenheiro passos,RJ,,
cristais,MG,-20.8733,-45.5167
canaa dos carajas,PA,-6.49659,-49.8776
alto parana,PR,-23.1312,-52.3189
senador cortes,MG,-21.7986,-42.9424
bom jesus do itabapoana,RJ,-21.1449,-41.6822
frei inocencio,MG,-18.5556,-41.9121
luziania,GO,-16.253,-47.95
taiuva,SP,-21.1223,-48.4528
conceicao do mato dentro,MG,-19.0344,-43.4221
orindiuva,SP,-20.1861,-49.3464
zortea,SC,-27.4521,-51.552
brumadinho,MG,-20.151,-44.2007
bandeirantes,PR,-19.9275,-54.3585
bandeirantes,PR,-23.1078,-50.3704
ceu azul,PR,-25.1489,-53.8415
boa esperanca,ES,-24.2467,-52.7876
boa esperanca,ES,-21.0927,-45.5612
boa esperanca,ES,-18.5395,-40.3025
campina da lagoa,PR,-24.5893,-52.7976
santo antonio do jardim,SP,-22.1121,-46.6845
primavera,SP,-8.32999,-35.3544
primavera,SP,-0.945439,-47.1253
formoso,MG,-13.6499,-48.8775
formoso,MG,-14.9446,-46.2371
portao,RS,-29.7015,-51.2429
porto amazonas,PR,-25.54,-49.8946
sinimbu,RS,-29.5357,-52.5304
barra bonita,SP,-26.654,-53.44
barra bonita,SP,-22.4909,-48.5583
apiai,SP,-24.5108,-48.8443
porto real,RJ,-22.4175,-44.2952
umbauba,SE,-11.3809,-37.6623
boqueirao do leao,RS,-29.3046,-52.4284
sabara,MG,-19.884,-43.8263
terra nova do norte,MT,-10.517,-55.231
conservatoria,RJ,,
juquia,SP,-24.3101,-47.6426
joacaba,SC,-27.1721,-51.5108
sao luiz gonzaga,RS,-28.412,-54.9559
camapua,MS,-19.5347,-54.0431
igarape,MG,-20.0707,-44.2994
santa ernestina,SP,-21.4618,-48.3953
colonia vitoria,PR,,
itamonte,MG,-22.2859,-44.868
sao joao d'alianca,GO,-14.7048,-47.5228
corumbaiba,GO,-18.1415,-48.5626
serra negra,SP,-22.6139,-46.7033
general carneiro,PR,-15.7094,-52.7574
general carneiro,PR,-26.425,-51.3172
porciuncula,RJ,-20.9632,-42.0465
paranaita,MT,-9.65835,-56.4786
imperatriz,MA,-5.51847,-47.4777
posse,GO,-14.0859,-46.3704
fortuna,MA,-5.72792,-44.1565
vermelho,MG,,
trindade do sul,RS,-27.5239,-52.8956
munhoz,MG,-22.6092,-46.362
joao pinheiro,MG,-17.7398,-46.1715
bocaiuva,MG,-17.1135,-43.8104
brejo dos santos,PB,-6.37065,-37.8253
itororo,BA,-15.11,-40.0684
duartina,SP,-22.4146,-49.4084
campestre da serra,RS,-28.7926,-51.0941
cabedelo,PB,-6.98731,-34.8284
petrolandia,PE,-9.06863,-38.3027
petrolandia,PE,-27.5346,-49.6937
dores do indaia,MG,-19.4628,-45.5927
caridade,CE,-4.22514,-39.1912
pato bragado,PR,-24.6271,-54.2265
jardinopolis,SP,-21.0176,-47.7606
jardinopolis,SP,-26.7191,-52.8625
ibema,PR,-25.1193,-53.0072
itapeva,MG,-23.9788,-48.8764
itapeva,MG,-22.7665,-46.2241
sobradinho,DF,-9.45024,-40.8145
sobradinho,DF,-29.4194,-53.0326
pinhao,PR,-10.5677,-37.7242
pinhao,PR,-25.6944,-51.6536
carapebus,RJ,-22.1821,-41.663
inaciolandia,GO,-18.4869,-49.9888
novo repartimento,PA,-4.24749,-49.9499
paicandu,PR,-23.4555,-52.046
guaranta do norte,MT,-9.96218,-54.9121
coxilha,RS,-28.128,-52.3023
ipojuca,PE,-8.39303,-35.0609
brauna,SP,-21.499,-50.3175
iguatu,CE,-6.36281,-39.2892
iguatu,CE,-24.7153,-53.0827
morro do chapeu,BA,-11.5488,-41.1565
cerejeiras,RO,-13.187,-60.8168
jussara,PR,-11.0431,-41.9702
jussara,PR,-15.8659,-50.8668
jussara,PR,-23.6219,-52.4693
barras,PI,-4.24468,-42.2922
irapuru,SP,-21.5684,-51.3472
diamante d'oeste,PR,-24.9419,-54.1052
aparecida de sao manuel,SP,,
vilhena,RO,-12.7502,-60.1488
sao pedro do ivai,PR,-23.8634,-51.8568
sirinhaem,PE,-8.58778,-35.1126
mato verde,MG,-15.3944,-42.86
paraiso das aguas,MS,-19.0216,-53.0116
mirante da serra,RO,-11.029,-62.6696
rio novo,MG,-21.4649,-43.1168
pirapora do bom jesus,SP,-23.3965,-46.9991
vazante,MG,-17.9827,-46.9088
conceicao do castelo,ES,-20.3639,-41.2417
junqueiropolis,SP,-21.5103,-51.4342
simplicio mendes,PI,-7.85294,-41.9075
bom jardim de minas,MG,-21.9479,-44.1885
tupi paulista,SP,-21.3825,-51.575
sao sebastiao,AL,-23.7951,-45.4143
sao sebastiao,AL,-9.93043,-36.559
campestre do maranhao,MA,-6.17075,-47.3625
santa vitoria do palmar,RS,-33.525,-53.3717
dois vizinhos,PR,-25.7407,-53.057
pirapetinga,MG,-21.6554,-42.3434
witmarsum,SC,-26.9275,-49.7947
itapage,CE,,
simoes filho,BA,-12.7866,-38.4029
surubim,PE,-7.84746,-35.7481
laranjal,MG,-21.3715,-42.4732
laranjal,MG,-24.8862,-52.47
nova esperanca,PR,-23.182,-52.2031
deputado irapuan pinheiro,CE,-5.91485,-39.257
aquidaba,SE,-10.278,-37.0148
arroio dos ratos,RS,-30.0875,-51.7275
reserva do cabacal,MT,-15.0743,-58.4585
cantanhede,MA,-3.63757,-44.383
cachoeira de pajeu,MG,-15.9688,-41.4948
rio pardo,RS,-29.988,-52.3711
esplanada,BA,-11.7942,-37.9432
engenheiro paulo de frontin,RJ,-22.5498,-43.6827
bom jesus do araguaia,MT,-12.1706,-51.5032
sao geraldo,MG,-20.9252,-42.8364
catu de abrantes,BA,,
jacinto,MG,-16.1428,-40.295
piranguinho,MG,-22.395,-45.5324
piedade de caratinga,MG,-19.7593,-42.0756
capela de santana,RS,-29.6961,-51.328
santa maria de jetiba,ES,-20.0253,-40.7439
carpina,PE,-7.84566,-35.2514
nova ponte,MG,-19.1461,-47.6779
sao jose de mipibu,RN,-6.0773,-35.2417
urania,SP,-20.2455,-50.6455
sao jose do ouro,RS,-27.7707,-51.5966
sao luis do quitunde,AL,-9.31816,-35.5606
pancas,ES,-19.2229,-40.8534
santos dumont,MG,-21.4634,-43.5499
delfinopolis,MG,-20.3468,-46.8456
missal,PR,-25.0919,-54.2477
auriflama,SP,-20.6836,-50.5572
quadra,SP,-23.2993,-48.0547
quedas do iguacu,PR,-25.4492,-52.9102
guaira,PR,-20.3196,-48.312
guaira,PR,-24.085,-54.2573
campinacu,GO,-13.787,-48.5704
caririacu,CE,-7.02808,-39.2828
dom silverio,MG,-20.1627,-42.9627
sao jose do calcado,ES,-21.0274,-41.6636
ibipeba,BA,-11.6438,-42.0195
araguatins,TO,-5.64659,-48.1232
araujos,MG,-19.9405,-45.1671
bonfinopolis de minas,MG,-16.568,-45.9839
angicos,RN,-5.65792,-36.6094
santo antonio das missoes,RS,-28.514,-55.2251
quixada,CE,-4.9663,-39.0155
palmitinho,RS,-27.3596,-53.558
presidente kennedy,ES,-8.5406,-48.5062
presidente kennedy,ES,-21.0964,-41.0468
analandia,SP,-22.1289,-47.6619
nova granada,SP,-20.5321,-49.3123
mercedes,PR,-24.4538,-54.1618
canapolis,MG,-13.0725,-44.201
canapolis,MG,-18.7212,-49.2035
tapes,RS,-30.6683,-51.3991
vere,PR,-25.8772,-52.9051
sao felix do xingu,PA,-6.64254,-51.9904
cariri do tocantins,TO,-11.8881,-49.1609
dormentes,PE,-8.44116,-40.7662
mutum,MG,-19.8121,-41.4407
sao jose do xingu,MT,-10.7982,-52.7486
quatis,RJ,-22.4045,-44.2597
caratinga,MG,-19.7868,-42.1292
paranapanema,SP,-23.3862,-48.7214
tramandai,RS,-29.9841,-50.1322
sao jose da barra,MG,-20.7178,-46.313
cambui,MG,-22.6115,-46.0572
itaju,SP,-21.9857,-48.8116
pilao arcado,BA,-10.0051,-42.4936
jaguaracu,MG,-19.647,-42.7498
mimoso de goias,GO,-15.0515,-48.1611
sao gabriel do oeste,MS,-19.3889,-54.5507
oros,CE,-6.25182,-38.9053
araputanga,MT,-15.4641,-58.3425
ceara-mirim,RN,-5.64323,-35.4247
indianopolis,PR,-23.4762,-52.6989
indianopolis,PR,-19.0341,-47.9155
candeias,BA,-12.6716,-38.5472
candeias,BA,-20.7692,-45.2765
caucaia,CE,-3.72797,-38.6619
crisopolis,BA,-11.5059,-38.1515
quevedos,RS,-29.3504,-54.0789
araguapaz,GO,-15.0909,-50.6315
estiva gerbi,SP,-22.2713,-46.9481
nuporanga,SP,-20.7296,-47.7429
sardoa,MG,-18.7828,-42.3629
chapadao do ceu,GO,-18.4073,-52.549
santa terezinha de itaipu,PR,-25.4391,-54.402
cacule,BA,-14.5003,-42.2229
floresta,PR,-23.6031,-52.0807
floresta,PR,-8.60307,-38.5687
machacalis,MG,-17.0723,-40.7245
camacan,BA,-15.4142,-39.4919
roseira,SP,-22.8938,-45.307
itaiopolis,SC,-26.339,-49.9092
barra do bugres,MT,-15.0702,-57.1878
sousa,PB,-6.75148,-38.2311
castilho,SP,-20.8689,-51.4884
potirendaba,SP,-21.0428,-49.3815
tarumirim,MG,-19.2835,-42.0097
mendes,RJ,-22.5245,-43.7312
campo verde,MT,-15.545,-55.1626
bom jardim,RJ,-22.1545,-42.4251
bom jardim,RJ,-7.79695,-35.5784
bom jardim,RJ,-3.54129,-45.606
ivaipora,PR,-24.2485,-51.6754
santana do serido,RN,-6.76643,-36.7312
iconha,ES,-20.7913,-40.8132
conceicao do araguaia,PA,-8.26136,-49.2689
abatia,PR,-23.3049,-50.3133
amelia rodrigues,BA,-12.3914,-38.7563
candido rodrigues,SP,-21.3275,-48.6327
coronel vivida,PR,-25.9767,-52.5641
vitoria de santo antao,PE,-8.12819,-35.2976
ielmo marinho,RN,-5.82447,-35.55
cosmorama,SP,-20.4755,-49.7827
arroio do meio,RS,-29.4014,-51.9557
santa luzia,MA,-4.06873,-45.69
santa luzia,MA,-15.4342,-39.3287
santa luzia,MA,-19.7548,-43.8497
santa luzia,MA,-6.86092,-36.9178
urupa,RO,-11.1261,-62.3639
sao sebastiao da boa vista,PA,-1.71597,-49.5249
varzedo,BA,-12.9672,-39.3919
piranhas,GO,-9.624,-37.757
piranhas,GO,-16.4258,-51.8235
corumba de goias,GO,-15.9245,-48.8117
saltinho,SP,-26.6049,-53.0578
saltinho,SP,-22.8442,-47.6754
dianopolis,TO,-11.624,-46.8198
espigao,SP,,
salmourao,SP,-21.6267,-50.8614
quixere,CE,-5.07148,-37.9802
esperanca,PB,-7.02278,-35.8597
bariri,SP,-22.073,-48.7438
girau do ponciano,AL,-9.88404,-36.8316
joao lisboa,MA,-5.44363,-47.4064
porecatu,PR,-22.7537,-51.3795
lima duarte,MG,-21.8386,-43.7934
malacacheta,MG,-17.8456,-42.0769
umburatiba,MG,-17.2548,-40.5779
santa margarida,MG,-20.3839,-42.2519
sao mateus do sul,PR,-25.8677,-50.384
arapei,SP,-22.6717,-44.4441
avanhandava,SP,-21.4584,-49.9509
novo horizonte,SC,-26.4442,-52.8281
novo horizonte,SC,-21.4651,-49.2234
novo horizonte,SC,-12.8083,-42.1682
camanducaia,MG,-22.7515,-46.1494
paraiso,SP,-21.0159,-48.7761
paraiso,SP,-26.62,-53.6716
mirai,MG,-21.2021,-42.6122
ribeirao do pinhal,PR,-23.4091,-50.3601
upanema,RN,-5.63761,-37.2635
domiciano ribeiro,GO,,
promissao,SP,-21.5356,-49.8599
conselheiro pena,MG,-19.1789,-41.4736
uruoca,CE,-3.30819,-40.5628
vargem grande do sul,SP,-21.8322,-46.8913
brotas,SP,-22.2795,-48.1251
sao joao batista do gloria,MG,-20.635,-46.508
alexania,GO,-16.0834,-48.5076
juranda,PR,-24.4209,-52.8413
fartura,SP,-23.3916,-49.5124
mateus leme,MG,-19.9794,-44.4318
monte azul,MG,-15.1514,-42.8718
santa cruz do capibaribe,PE,-7.94802,-36.2061
macaiba,RN,-5.85229,-35.3552
quata,SP,-22.2456,-50.6966
teodoro sampaio,SP,-12.295,-38.6347
teodoro sampaio,SP,-22.5299,-52.1682
almino afonso,RN,-6.1475,-37.7636
vargem alegre,MG,-19.5988,-42.2949
arroio grande,RS,-32.2327,-53.0862
jaboticatubas,MG,-19.5119,-43.7373
parelhas,RN,-6.68491,-36.6566
alto alegre do iguacu,PR,,
joaquim tavora,PR,-23.4987,-49.909
bataypora,MS,-22.2944,-53.2705
bombinhas,SC,-27.1382,-48.5146
fernando prestes,SP,-21.2661,-48.6874
rio largo,AL,-9.47783,-35.8394
itabaiana,SE,-7.33167,-35.3317
itabaiana,SE,-10.6826,-37.4273
sideropolis,SC,-28.5955,-49.4314
utinga,BA,-12.0783,-41.0954
rondon do para,PA,-4.77793,-48.067
mirante do paranapanema,SP,-22.2904,-51.9084
oriente,SP,-22.1549,-50.0971
sapucai-mirim,MG,-22.7409,-45.738
tres passos,RS,-27.4555,-53.9296
horizonte,CE,-4.1209,-38.4707
silva jardim,RJ,-22.6574,-42.3961
sanharo,PE,-8.36097,-36.5696
eldorado,SP,-23.7868,-54.2838
eldorado,SP,-24.5281,-48.1141
itacoatiara,AM,-3.13861,-58.4449
acreuna,GO,-17.396,-50.3749
crato,CE,-7.2153,-39.4103
pimenta bueno,RO,-11.672,-61.198
sitio novo do tocantins,TO,-5.6012,-47.6381
ipira,SC,-12.1561,-39.7359
ipira,SC,-27.4038,-51.7758
sao jose do vale do rio preto,RJ,-22.1525,-42.9327
varzea da palma,MG,-17.5944,-44.7226
sao gabriel da palha,ES,-19.0182,-40.5365
holambra,SP,-22.6405,-47.0487
ubata,BA,-14.2063,-39.5207
mar vermelho,AL,-9.44739,-36.3881
governador celso ramos,SC,-27.3172,-48.5576
bandeira,MG,-15.8783,-40.5622
turmalina,MG,-20.0486,-50.4792
turmalina,MG,-17.2828,-42.7285
tabapora,MT,-11.3007,-56.8312
novo cabrais,RS,-29.7338,-52.9489
taquaritinga do norte,PE,-7.89446,-36.0423
castelo,ES,-20.6033,-41.2031
pirajui,SP,-21.999,-49.4608
abdon batista,SC,-27.6126,-51.0233
chui,RS,-33.6866,-53.4594
teolandia,BA,-13.5896,-39.484
sao joao da ponte,MG,-15.9271,-44.0096
santo antonio do monte,MG,-20.085,-45.2947
lavras do sul,RS,-30.8071,-53.8931
jaguare,ES,-18.907,-40.0759
caibi,SC,-27.0741,-53.2458
laranjal paulista,SP,-23.0506,-47.8375
arraial do cabo,RJ,-22.9774,-42.0267
desterro,PB,-7.287,-37.0925
pacajus,CE,-4.17107,-38.465
santa helena,MA,-24.8585,-54.336
santa helena,MA,-26.937,-53.6214
santa helena,MA,-2.24426,-45.29
santa helena,MA,-6.7176,-38.6427
candido mota,SP,-22.7471,-50.3873
sombrio,SC,-29.108,-49.6328
mozarlandia,GO,-14.7457,-50.5713
santa maria madalena,RJ,-21.9547,-42.0098
barra do turvo,SP,-24.759,-48.5013
itaoca,ES,-24.6393,-48.8413
carambei,PR,-24.9152,-50.0986
ulianopolis,PA,-3.75007,-47.4892
jequitai,MG,-17.229,-44.4376
cravinhos,SP,-21.338,-47.7324
santa salete,SP,-20.2429,-50.6887
caldas,MG,-21.9183,-46.3843
itapoa,SC,-26.1158,-48.6182
serra dos aimores,MG,-17.7872,-40.2453
cubati,PB,-6.86686,-36.3619
itapora,MS,-22.08,-54.7934
macuco de minas,MG,,
raul soares,MG,-20.1061,-42.4502
arceburgo,MG,-21.359,-46.9401
tres arroios,RS,-27.5003,-52.1448
terezinha,PE,-9.05621,-36.6272
matinhos,PR,-25.8237,-48.549
americo brasiliense,SP,-21.7288,-48.1147
goianorte,TO,-8.77413,-48.9313
mata de sao joao,BA,-12.5307,-38.3009
codo,MA,-4.45562,-43.8924
santa mariana,PR,-23.1465,-50.5167
braco do norte,SC,-28.2681,-49.1701
sao sebastiao do passe,BA,-12.5123,-38.4905
sao jose dos cordeiros,PB,-7.38775,-36.8085
guarani das missoes,RS,-28.1491,-54.5629
manga,MG,-14.7529,-43.9391
presidente kubitschek,MG,-18.6193,-43.5628
guabiruba,SC,-27.0808,-48.9804
cidade ocidental,GO,-16.0765,-47.9252
guanhaes,MG,-18.7713,-42.9312
carneirinho,MG,-19.6987,-50.6894
bacabal,MA,-4.22447,-44.7832
sapucaia,RJ,-6.94018,-49.6834
sapucaia,RJ,-21.9949,-42.9142
cabaceiras do paraguacu,BA,-12.5317,-39.1902
belem,AL,-1.4554,-48.4898
belem,AL,-6.74261,-35.5166
belem,AL,-9.57047,-36.4904
colombia,SP,-20.1768,-48.6865
guaramirim,SC,-26.4688,-49.0026
paraiso do norte,PR,-23.2824,-52.6054
quixelo,CE,-6.24637,-39.2011
ouro fino,MG,-22.2779,-46.3716
jardim,CE,-7.57599,-39.2826
jardim,CE,-21.4799,-56.1489
janduis,RN,-6.01474,-37.4048
nipoa,SP,-20.9114,-49.7833
florestopolis,PR,-22.8623,-51.3882
caturama,BA,-13.3239,-42.2904
sao jose do turvo,RJ,,
sao sebastiao de campos,RJ,,
colider,MT,-10.8135,-55.461
granja,CE,-3.12788,-40.8372
santa rita,PB,-3.14241,-44.3211
santa rita,PB,-7.11724,-34.9753
vila valerio,ES,-18.9958,-40.3849
acailandia,MA,-4.94714,-47.5004
adustina,BA,-10.5437,-38.1113
bom sucesso,MG,-21.0329,-44.7537
bom sucesso,MG,-23.7063,-51.7671
bom sucesso,MG,-6.44176,-37.9234
brejo santo,CE,-7.48469,-38.9799
santa quiteria do maranhao,MA,-3.49308,-42.5688
sapeacu,BA,-12.7208,-39.1824
constantina,RS,-27.732,-52.9938
bom jesus da serra,BA,-14.3663,-40.5126
natividade,RJ,-11.7034,-47.7223
natividade,RJ,-21.039,-41.9697
palotina,PR,-24.2868,-53.8404
jucurutu,RN,-6.0306,-37.009
pratapolis,MG,-20.7411,-46.8624
itueta,MG,-19.3999,-41.1746
monte castelo,SP,-26.461,-50.2327
monte castelo,SP,-21.2981,-51.5679
maragogi,AL,-9.00744,-35.2267
conde,BA,-7.25746,-34.8999
conde,BA,-11.8179,-37.6131
santa teresa,ES,-19.9363,-40.5979
jequitinhonha,MG,-16.4375,-41.0117
peri mirim,MA,-2.57676,-44.8504
taquaritinga,SP,-21.4049,-48.5103
santana do ipanema,AL,-9.36999,-37.248
urbano santos,MA,-3.20642,-43.3878
santo antonio do itambe,MG,-18.4609,-43.3006
vargem grande do rio pardo,MG,-15.3987,-42.3085
sao joaquim do monte,PE,-8.43196,-35.8035
cerro azul,PR,-26.0891,-52.8691
cabralia paulista,SP,-22.4576,-49.3393
santana dos montes,MG,-20.7868,-43.6949
agua branca,PI,-5.88856,-42.637
agua branca,PI,-7.51144,-37.6357
agua branca,PI,-9.262,-37.938
pilar,AL,-7.26403,-35.2523
pilar,AL,-9.60135,-35.9543
chapadinha,MA,-3.73875,-43.3538
bom jesus do sul,PR,-26.1958,-53.5955
canelinha,SC,-27.2616,-48.7658
ervalia,MG,-20.8403,-42.6544
caetanopolis,MG,-19.2971,-44.4189
fenix,PR,-23.9135,-51.9805
pouso redondo,SC,-27.2567,-49.9301
flores da cunha,RS,-29.0261,-51.1875
bonito,BA,-8.47163,-35.7292
bonito,BA,-11.9668,-41.2647
bonito,BA,-1.36745,-47.3066
bonito,BA,-21.1261,-56.4836
turvelandia,GO,-17.8502,-50.3024
aguas mornas,SC,-27.6963,-48.8243
porto calvo,AL,-9.05195,-35.3987
pesqueira,PE,-8.35797,-36.6978
camaqua,RS,-30.8489,-51.8043
porto nacional,TO,-10.7027,-48.408
